Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2016,5861,13541,29142,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","JENNINGS, JOHN & KRISSAN"
2015,4488,11623,23641,,TERRY,D,CORNELL,JR,TERRY CORNELL,CONCOURSE/BOINGO
2016,4082,4444,12547,MR.,THOMAS,E,LIVINGSTON,,CSX CORPORATION,CSX CORPORATION
2016,4319,13801,12845,,LAWRENCE,J,SUFFREDIN,JR.,LAWRENCE SUFFREDIN,MUSEUMS IN THE PARK
2016,3962,10482,12319,MR.,CHRIS,A,LEACH,,"SCHUYLER, ROCHE & CRISHAM, P.C.",WATER SAVER FAUCET CO.
2020,3893,24967,47621,MS.,OLIVIA,M,PANTOJA,,CONSENSUS GROUP,US RENAL CARE
2020,15721,21048,45081,MR.,AL,,RONAN,,ALFRED G. RONAN LTD.,AMERICAN WATER RESOURCES
2014,3847,10183,18152,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"ELCAN & ASSOCIATES, INC."
2017,3743,12085,25662,MR.,MARCUS,J.,NUNES,,"CHICO & NUNES, P.C.",SPIRIT AIRLINES
2017,18861,19001,38361,MR.,ABDUL,M,KHAN,,VERIZON,VERIZON
2017,18181,16802,11690,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.",GENERAL IRON INDUSTRIES
2020,4068,10279,47531,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,CANDYTOPIA LLC
2015,4348,11781,26301,MR.,WILLIAM,JP,BANKS,,SCHAIN BANKS KENNY & SCHWARTZ,WINDFALL GROUP
2016,3903,12083,16389,,PHOEBE,S,SELDEN,,"ACACIA FINANCIAL GROUP, INC.","ACACIA FINANCIAL GROUP, INC."
2015,4267,12100,16761,MR.,JEFFERY,R,PALO,,"RORY GROUP, LLC.","JOHNSON CONTROLS, INC"
2014,3897,10223,21032,MR.,FAYEZ,R,KHOZINDAR,,AMERICA FRIENDS SERVICE COMMITTEE,UNITED TAXIDRIVERS COMMUNITY COUNCIL
2019,17201,18001,47281,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC","LP PROPERTIES I, LLC"
2013,4358,4942,17365,MR.,HENRY,T,KELLY,,KELLEY DRYE & WARREN LLP,CROWN CASTLE NG NETWORKS (FKA NEXT G NETWORKS INC)
2016,3833,12064,11842,MR.,PAUL,W,SHADLE,,DLA PIPER LLP (US),BARRETT & PORTO
2018,19001,4281,13529,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,"CRONNOLLY, JOHN, ACE CONSTRUCTION"
2017,9461,10406,21206,MS.,SARAH,E,LYONS,,UNITE HERE LOCAL 1,UNITE HERE LOCAL 1
2019,13282,21053,46827,,MADELEINE,R,HILL,,MADELEINE R HILL,CHRIS NICOLAU
2018,3754,16581,28101,MR.,THEODORE,J,BRUNSVOLD,,"ILLINOIS GOVERNMENTAL CONSULTING GROUP, LLC",L&MC INVESTMENTS LLC
2020,24145,25032,46402,,TOM,,GRAY,,SEANACHE LLC,YATES ENTERPRISES
2018,10821,12067,23081,MR.,JAMES,R,WATSON,,ILLINOIS PETROLEUM COUNCIL,AMERICAN PETROLEUM INSTITUTE
2013,4003,4360,12343,MR.,SCOTT,E,SAEF,,"SIDLEY AUSTIN, LLP",NORTHWESTERN UNIVERSITY
2015,3779,4134,12352,MR.,MICHAEL,,HOULIHAN,,"ALL-CIRCO, INC.","KNIGHT ENGINEERS AND ARCHITECTS, INC."
2013,3740,7081,16482,,MICHAEL,J,KASPER,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",COLUMBIA COLLEGE CHICAGO
2015,4352,7822,17221,MR.,JAMES,A,CONNOLLY,JR,"TEMCO MACHINERY, INC.","TEMCO MACHINERY, INC."
2017,13821,12058,20243,MR.,TIMOTHY,S,OCONNELL,8462198,JOHN  O'CONNELL,CIGAR ASSN. OF AMERICA
2016,3911,12642,24535,MS.,CAROL,,STUBBLEFIELD,ESQ,"NEAL & LEROY, LLC","TERRACO, INC"
2018,9441,18581,41722,MR.,JASON,,LUNDERMAN,,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC","COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
2015,8201,8981,19106,MR.,DAVID,,SCHROCK,,JANUS CAPITAL MANAGEMENT LLC,JANUS CAPITAL MANAGEMENT LLC
2020,3782,11521,21604,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",SAVAGE SERVICES CORP.
2016,7961,6861,31727,MR.,JOHN,D,CRAMER,,MACROSTIE HISTORIC ADVISORS LLC,MORNINGSIDE STEWART LLC
2019,3992,13661,36442,MS.,VIRGINIA,,PACE,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,"PINNACLE ENTERPRISES, LLC"
2019,14921,13950,21202,,PATRICK,,CAREY,,MCGUIREWOODS CONSULTING,BNSF RAILWAY COMPANY
2016,6842,10482,28043,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",ZRG-CVI LAKESHORE MARINE DR. LLC
2018,4300,12642,14765,MS.,TERRANCE,L,DIAMOND,,"NEAL & LEROY, LLC",PUBLIC BUILDING COMMISSION OF CHICAGO
2015,4157,4737,22943,MS.,BRIDGET,M,O'KEEFE,,DASPIN & AUMENT,"BECKER, LISA FOHRMAN & MARC"
2019,10921,11521,45042,,WILLIAM,,O'DONAGHUE,,"DALEY AND GEORGES, LTD.","SPARE TIME, INC."
2020,18181,24923,42341,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,UNITED CENTER JOINT VENTURE
2015,3782,11521,19602,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.","LEXINGTON HOMES, LLC"
2017,18181,16802,28787,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.",SAINT ANTHONY HOSPITAL
2013,4068,4429,17041,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",AG/CP WEST BRADLEY LLC
2013,4157,4521,20082,MS.,BRIDGET,M,O'KEEFE,,"DASPIN & AUMENT, LLP",MODIS INC
2018,3744,16641,41524,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,JACOBS
2016,4157,15181,30203,MS.,BRIDGET,M,O'KEEFE,,DASPIN & AUMENT,FOUR CORNERS TAVERN GROUP
2020,10901,4515,47484,MS.,SAMANTHA,,COSTANZO,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2020,4220,24890,47607,MR.,ALEXANDER,I,RORKE,,MELVIN SECURITIES,MELVIN SECURITIES
2018,4246,10183,45681,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,CHICAGO HOUSING AUTHORITY
2013,4069,4430,15962,,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, PC","PUBLISHING PROPERTIES, LLC"
2014,6825,4443,16863,,AMY,,KURSON,,REYES KURSON,ILLINOIS MEDICAL DISTRICT
2015,3739,7081,14826,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",AMERICAN BEVERAGE ASSOCIATION
2020,4074,7430,13235,MR.,TERRY,W,TEELE,,"RORY GROUP, LLC.",RELIABLE ASPHALT COMPANY
2017,18421,19061,38403,MR.,MATTHEW,T,DATTILO,,"SIMPSON DATTILO, LLC","FAN STREAM, INC."
2013,3866,7927,16948,MR.,DONALD,,ALLMAN,,TITAN OUTDOOR LLC,TITAN OUTDOOR LLC
2015,4091,8506,24501,MS.,NANCY,J,CLAWSON,,"MERRILL LYNCH, PIERCE, FENNER & SMITH INC.","MERRILL LYNCH, PIERCE, FENNER & SMITH, INC."
2018,18561,10183,39161,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,DELTA DEMOLITION
2019,7241,16861,34881,MS.,PAM,,VERMILYE,,CUMMINS SALES AND SERVICE,CUMMINS SALES AND SERVICE
2016,12961,4711,16863,MR.,GERALD,,ALDER,,REYES KURSON,ILLINOIS MEDICAL DISTRICT
2020,17201,18001,47458,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC","SHAPACK DEVLEOPMENT, CO."
2019,3962,17222,17108,MR.,CHRIS,A,LEACH,,AKERMAN LLP,HARLEM IRVING COMPANIES
2014,3960,4716,20768,,MICHAEL,L,SHAKMAN,,MILLER SHAKMAN & BEEM LLP,YC17 LLC
2014,6825,4443,17157,,AMY,,KURSON,,REYES KURSON,"INTERSTATE JCDECAUX, LLC"
2020,4169,21040,21162,MS.,MARIAH,F.,DIGRINO,,DLA PIPER LLP (US),"NAVY PIER, INC."
2014,9382,4384,21072,MS.,TALAR,,HOVNANIAN,,THOMPSON COBURN LLP,LG DEVELOPMENT GROUP
2018,9621,20301,41283,,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC","SKY RIVER, LLC"
2013,3943,4716,20775,MR.,EDWARD,W,FELDMAN,,MILLER SHAKMAN & BEEM LLP,YC26 LLC
2019,4202,4384,45875,MS.,KATRIINA,,MCGUIRE,ESQ.,THOMPSON COBURN LLP,BIXBY BRIDGE CAPITAL
2020,24723,24965,47469,,JESSE,,KIBBEY,,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES
2017,4068,10283,29961,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,REGAL BELOIT CORPORATION
2019,4316,4384,45907,MR.,BERNARD,I,CITRON,,THOMPSON COBURN LLP,SURFACE SOLUTIONS GROUP
2016,3847,10183,19481,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"AG-OCG 360 N. MICHIGAN, L.L.C."
2014,8682,9281,19661,MR.,MORRIS,L.,REID,,MERCURY,CHEMFREE
2018,4246,10183,24612,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,"GREYSTAR GP II, LLC"
2017,4089,16501,14040,MR.,JAMES,D,RICE,JR,RICE FINANCIAL PRODUCTS COMPANY,CHICAGO PUBLIC SCHOOLS
2017,4072,13967,34241,MR.,JOHN,L,BOROVICKA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","CONDUENT, INC. AND ITS AFFILIATES"
2019,5107,23382,12137,MR.,MARLOW,H.,COLVIN,,COMED,COMED
2017,3962,18621,37887,MR.,CHRIS,A,LEACH,,AKERMAN LLP,1515 N. HALSTED LLC
2019,12721,17803,47351,,JORDAN,,MATYAS,,1818 ADVOCACY GROUP,FREE FROM HARM
2019,4273,4384,34961,MR.,JACK,L,PARRINO,ESQ,THOMPSON COBURN LLP,ROSEMONT EXPOSITION SERVICES
2015,3744,4261,22622,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,GROWTH ENERGY
2019,3836,24103,28181,MR.,JOHN,A,DOERRER,,KAIZEN INCORPORATED,HEXAGON SI
2015,6842,12111,22521,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",121 E CERMAK LLC
2016,5861,13541,31464,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","JIANG, BING"
2020,14921,24401,47588,MR.,PATRICK,,CAREY,,COZEN O'CONNOR PUBLIC STRATEGIES,MCGUIREWOODS CONSULTING
2015,4316,4384,13052,MR.,BERNARD,I,CITRON,,THOMPSON COBURN LLP,"CA DEVELOPMENT, INC."
2013,3740,7081,16485,,MICHAEL,J,KASPER,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.","UTILITY SERVICE PARTNERS, INC."
2018,5881,4218,42863,MR.,STEPHEN,B,FRIEDMAN,,S.B. FRIEDMAN & CO.,DANK HAUS GERMAN AMERICAN CULTURAL CENTER
2020,24766,25071,11537,,ADRIENNE,,JONES,,"AMJ CONSULTING GROUP, LLC",PACE
2019,4169,21003,26781,MS.,MARIAH,,DIGRINO,,DLA PIPER LLP (US),DRAPER AND KRAMER
2013,6081,4360,15761,MR.,GREGORY,H,FURDA,,"SIDLEY AUSTIN, LLP",EDGEWATER MEDICAL CENTER
2020,13381,18561,37883,MR.,MARK,,SOMERS,,GOLDMAN SACHS & CO. LLC,GOLDMAN SACHS & CO. LLC
2016,3744,4261,28641,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,"UBER TECHNOLOGIES, INC."
2015,3995,12064,18149,MR.,DAVID,L,REIFMAN,,DLA PIPER LLP (US),"WRIGLEY FIELD PARKING OPERATIONS, LLC"
2014,9501,7144,14046,MR.,ROBERT,,MARKOFF,,MARKOFF LAW LLC,CITY OF CHICAGO
2018,6825,16802,42121,,AMY,,KURSON,,"REYES KURSON, LTD.","OREMUS MATERIALS,LLC"
2014,3852,4673,13548,MR.,ROBERT,H,GOLDMAN,,DLA PIPER US LLP,RELATED MIDWEST
2018,22908,22908,43843,MR.,MIKE,,SIMMONS,,MIKE SIMMONS,THE BARACK OBAMA FOUNDATION
2015,4032,6942,16262,,ARI,D,BARKAN,,KOHLBERG KRAVIS ROBERTS & CO. L.P.,KOHLBERG KRAVIS ROBERTS & CO. L.P.
2016,9521,4936,24485,,MARJORIE,,ZESSAR,,GENERAL GROWTH PROPERTIES,"WATER TOWER, LLC"
2015,5861,12045,24241,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,"GIBBONS, THOMAS"
2014,11341,11881,24221,MS.,MARY,M,STREETT,,BP CORPORATION NORTH AMERICA INC.,BP AMERICA
2017,3954,16601,28602,MR.,STEVEN (ALEX),A,WALLACE,,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK MUNICIPAL SECURITIES GROUP
2018,4397,12107,14232,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE PC,BARNETT CAPITAL LTD
2013,3753,4106,12850,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",URBAN PARTNERSHIP BANK
2016,3779,4134,18305,MR.,MICHAEL,,HOULIHAN,,"ALL-CIRCO, INC.",RUSH STREET GAMING
2018,4126,21049,19901,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,MCZ DEVELOMMENT INC.
2020,24684,24899,47338,,ADAM,,BALLARD,,ACCESS LIVING OF METROPOLITAN CHICAGO,ACCESS LIVING OF METROPOLITAN CHICAGO
2017,18181,16802,37361,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.","JCDECAUX CHICAGO, LLC"
2017,13282,15962,41487,,MADELEINE,R,HILL,,MADELEINE HILL,HOMESTEAD AFFORDABLE DEVELOPMENT CORPORATION
2014,4370,7162,16522,,WILLIAM,F,ZIZIC,,KPMG LLP,KPMG LLP
2019,3795,7584,20243,MR.,JOHN,T,O'CONNELL,,JOHN  T. O'CONNELL,CIGAR ASSN. OF AMERICA
2017,4298,14441,16848,MR.,JOHN,J,LAWLOR,,DENTONS US LLP,"EQUITY GROUP INVESTMENTS, INC."
2017,11942,10283,39023,MR.,MATTHEW,B,GOMEZ-MESQUITA,,FOLEY & LARDNER LLP,"CRATE & BARREL HOLDINGS, INC."
2018,3911,22783,39501,MS.,CAROL,,STUBBLEFIELD,ESQ,"NEAL & LEROY, LLC","931 WEST 19, LLC"
2018,13202,10922,43524,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.",1754 N. TROY LLC
2018,3845,20301,43597,MR.,ROLANDO,R,ACOSTA,,"ACOSTA EZGUR, LLC","MULCAIR DEVELOPMENT, INC."
2020,4081,22641,41729,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.","NIKE, INC"
2018,20362,17421,45001,,LISA,,DUARTE,,FORDE LAW OFFICES LLP,ARTHUR HOLMER
2013,4195,4563,16217,MR.,TIMOTHY,K.,HINCHMAN,,"CHARITY & ASSOCIATES, P.C.",KEITH ALLEN
2017,18121,18841,21202,,PETER,,SKOSEY,,BNSF RAILWAY,BNSF RAILWAY COMPANY
2015,3779,4134,12687,MR.,MICHAEL,,HOULIHAN,,"ALL-CIRCO, INC.","BELGRAVIA GROUP, LTD."
2018,14121,10183,44102,OTHER,O. KATE,,TRAGESSER,,TAFT STETTINIUS & HOLLISTER LLP,"GASPEREC ELBERTS CONSULTING, LLC"
2018,20524,20965,41764,MR.,BILL,,ELLER,,HOMESERVE USA CORP.,HOMESERVE USA CORP.
2013,3754,5064,11656,MR.,THEODORE,J,BRUNSVOLD,,"ILLINOIS GOVERNMENTAL CONSULTING GROUP, LLC",INTERMEDIX CORP
2019,4072,13967,32302,MR.,JOHN,L,BOROVICKA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",FCO ADVISORS LP
2015,13361,13461,25564,MR.,MICHAEL,,ALLEN,,"RELMAN, DANE & COLFAX, PLLC",ROSECRANCE HEALTH NETWORK
2014,4116,10924,20681,MR.,JEROME,S,SCHAIN,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.",CHICAGO DEVELOPMENT CORP
2013,4278,4543,17263,,HOMERO,,TRISTAN,,TRISTAN & CERVANTES,SOLANO DE CARRIER
2013,3985,6161,11917,MR.,PAUL,,ROSENFELD,,GOVERNMENT NAVIGATION GROUP,CASH AMERICA INTERNATIONAL
2018,20282,10279,39023,MS.,MEAGHAN,E,O'CONNOR,,FOLEY & LARDNER LLP,"CRATE & BARREL HOLDINGS, INC."
2014,3809,4429,21422,MR.,MICHAEL,J,DILORENZO,,"FOLEY & LARDNER, LLP","JMB FINANCIAL ADVISORS, LLC"
2015,5283,10183,23981,MR.,JACK,,GUTHMAN,,TAFT STETTINIUS & HOLLISTER LLP,TISHMAN SPEYER PROPERTIES
2015,4004,4653,13498,MS.,BRENDA,J,PINO,,BMO HARRIS BANK NA,BMO HARRIS BANK NA
2015,4348,11781,24489,MR.,WILLIAM,JP,BANKS,,SCHAIN BANKS KENNY & SCHWARTZ,PLUM CREEK COMMUNITIES
2017,6842,12111,20108,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",FRIEDMAN PROPERTIES
2018,4010,21003,26863,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),DAVIS COMPANIES
2013,4303,4673,11687,MR.,JEFFREY,N,OWEN,,DLA PIPER US LLP,MCCAFFERY INTERESTS
2016,4068,10279,29961,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,REGAL BELOIT CORPORATION
2018,3827,13661,43461,MS.,MARGARET,M,JARES,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,GRAND PRAIRIE SERVICES
2019,3753,23665,44645,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",ZEB MCLAURIN
2018,14081,10279,20682,MR.,MICHAEL,D,NOONAN,,FOLEY & LARDNER LLP,PRESENCE HEALTH SYSTEM
2019,4074,7430,13085,MR.,TERRY,W,TEELE,,"RORY GROUP, LLC.",CHRISTY WEBBER LANDSCAPES
2019,4010,21003,45826,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),A. FINKL & SONS CO.
2015,3748,12162,24725,,RAYMOND,C,FRICKE,,NIXON PEABODY LLP,NIXON PEABODY LLP
2019,24282,22941,43284,,DARA,,KHOSROWSHAHI,,"UBER TECHNOLOGIES, INC. AND AFFILIATES","UBER TECHNOLOGIES, INC. AND AFFILIATES"
2013,3753,4106,20602,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","GLENSTAR ASSET MANAGEMENT, LLC"
2013,3912,4268,12112,MR.,TERRY,M,GABINSKI,,TERRY GABINSKI,ANHEUSER BUSCH COMPANIES
2018,4160,10183,12698,MR.,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,DRW TRADING GROUP
2019,5701,13703,26401,MR.,PAUL,L.,WILLIAMS,,ALTRIA CLIENT SERVICES INC. AND ITS AFFILIATES,ALTRIA CLIENT SERVICES LLC
2020,4011,21040,28688,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),AMTRUST REALTY
2017,3962,18621,38667,MR.,CHRIS,A,LEACH,,AKERMAN LLP,TCA - 2020 WEST LLC
2017,11701,11521,38541,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","AMIGOS MEAT & POULTRY, LLC"
2018,18702,4628,28721,MR.,CRANE,,KENNEY,,"CHICAGO CUBS BASEBALL CLUB, LLC","NORTHSIDE ENTERTAINMENT HOLDINGS, LLC"
2018,11203,8881,21941,MS.,MELISSA,D,HILL,,JEWEL OSCO,JEWEL OSCO
2018,14121,10183,43123,OTHER,O. KATE,,TRAGESSER,,TAFT STETTINIUS & HOLLISTER LLP,"SCHMIDT STEEL, INC."
2014,3863,4542,22168,MR.,GEOFFREY,,DICKINSON,,S.B. FRIEDMAN & CO.,WICKER PARK BUCKTOWN CHAMBER OF COMMERCE
2015,5861,12045,27324,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,"KAEDING, DAVID"
2017,18421,19061,38401,MR.,MATTHEW,T,DATTILO,,"SIMPSON DATTILO, LLC","SPOTHERO, INC."
2015,4016,12064,24546,MS.,ELIZABETH,H,FRIEDGUT,,DLA PIPER LLP (US),"MERCY HOUSING, INC."
2017,17201,18001,41242,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC",WORP/CA 601 NORTH JV. LLC
2020,12901,20761,41501,MS.,HOLLY,,COOPER,,CONDUENT INCORPORATED,CONDUENT INCORPORATED
2016,3743,12085,25662,MR.,MARCUS,J.,NUNES,,"CHICO & NUNES, P.C.",SPIRIT AIRLINES
2018,3744,16641,34663,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,"AMERICAN INTERNATIONAL GROUP, INC (AIG)"
2016,14081,4186,18005,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",WENDY'S COMPANY
2020,14481,21281,47258,MR.,DJAVAN,,CONWAY,,"CONWAY CONSULTING GROUP, INC.","LANDMARK DEVELOPMENT SERVICES COMPANY, LLC"
2013,3852,4534,12373,MR.,ROBERT,H,GOLDMAN,,DLA PIPER US LLP,RELATED MIDWEST
2016,8043,10241,15807,,WILLIAM,,DALEY,,MORGAN STANLEY & CO.  LLC,MORGAN STANLEY & CO. LLC
2014,4397,6608,22183,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE,WINDY CITY RE LLC
2019,3753,23665,46551,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",THE JOHN BUCK COMPANY
2016,3847,10183,28522,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,HARLEY GOLDSTEIN
2018,13801,14141,29021,MR.,JOHN,,BLANCHARD,,GENERAL MOTORS LLC,GENERAL MOTORS LLC
2019,3911,23665,42799,MS.,CAROL,,STUBBLEFIELD,ESQ,"NEAL & LEROY, LLC",OMEGA YEAST LABS
2018,13761,21024,43221,MR.,MICHAEL,,AXELROD,,GRANT PARK GLOBAL,EH WACHS
2015,5861,12045,28065,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,HARTLAND PARK MASTER HOMEOWNERS ASSOC.
2013,4328,4700,12404,MR.,RICHARD,M,CARBONARA,,RICHARD CARBONARA,CISCO SYSTEMS
2016,5861,13541,29762,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC",CLOUD PROPERTY MANAGEMENT LLC
2013,4019,4846,12404,,ROBERT,S,MARKIN,,"CHICO & NUNES, PC",CISCO SYSTEMS
2017,5861,13541,36383,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC",ARLANA ANDREWS
2017,4103,17401,34289,MS.,MARY,E,GEORGE,,"AKERMAN, LLP",JENEL MANAGEMENT CORP.
2017,20343,20856,41600,,MICHAEL,,RUEMMLER,,MICHAEL RUEMMLER,"TRAMMELL CROW CHICAGO DEVELOPMENT, INC."
2019,22961,16464,28642,,PATRICK,,HANLON,,"REYES KURSON, LTD.",ILLINOIS HOSPITAL ASSOCIATION
2019,9383,10209,45262,MR.,ROB,,KARR,,ILLINOIS RETAIL MERCHANTS ASSOCIATION,ILLINOIS RETAIL MERCHANTS ASSOCIATION
2017,4013,8541,18528,MRS.,ELIZABETH,G,COOLIDGE,,PNC CAPITAL MARKETS LLC,PNC CAPITAL MARKETS LLC
2017,14562,14784,30543,MR.,XIAO,,TSAI,,MORGAN STANLEY INFRASTRUCTURE INC.,MORGAN STANLEY INFRASTRUCTURE INC.
2014,3890,10501,24479,MS.,KATHLEEN,A,DUNCAN,,"SCHUYLER, ROCHE & CRISHAM, P.C.",BEHRINGER HARVARD BURNHAM LLC
2018,21161,21662,30741,,RICHARD,,WEST,,"WEST FSI, LLC","MILLENNIUM PARKING GARAGES, LLC"
2018,19901,20341,40901,MR.,TOM,,PESKE,,XEROX CORPORATION,XEROX CORPORATION
2016,11381,14421,29401,MS.,KATHY,R,BROWN,,KATHY BROWN,DUNIGAN CONSTRUCTION COMPANY
2013,9141,8421,20401,MR.,JAMES,S,CZARNECKI,,KPMG LLP,KPMG LLP
2016,5861,13541,31469,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","CHICAGO LAND PROPERTIES, LLC"
2017,17721,18001,40602,MR.,GREGORY,J,STEADMAN,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC",SALVATORES
2013,3863,4542,12753,MR.,GEOFFREY,,DICKINSON,,S.B. FRIEDMAN & CO.,"HAMILTON PARTNERS, INC"
2017,16262,16467,34344,MR.,HAROLD,W,FRANCKE,,MELTZER PURTILL & STELLE LLC,HOWE CORPORATION
2019,3847,23621,47211,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,GRACE AND PEACE FELLOWSHIP
2017,19001,4281,39910,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,3200 NORTH CLARK LLC C/O DAVID BLITZ
2018,4193,13950,36643,MR.,JOHN,F,DUNN,,MCGUIREWOODS CONSULTING,SONDER
2017,5861,13541,34228,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","ISPAS, LUMINITA"
2014,10081,4124,22162,MR.,GERALD,P,CALLAGHAN,,FREEBORN & PETERS LLP,BRIDGE DEVELOPMENT PARTNERS LLC
2020,5861,23601,47089,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","SKIDELSKY, ALAN"
2017,14062,9401,28832,MR.,SCOTT,,FOESS,,ERNST & YOUNG LLP,KELLOGG COMPANY
2017,7161,8022,17488,,PATRICK,,THEISEN,,GENERAL ELECTRIC,GENERAL ELECTRIC
2013,5301,5722,14941,MS.,GINA,M,MILLER,,XEROX CORPORATION,XEROX CORPORATION
2015,4005,9561,21007,MRS.,MARGARET,,HOULIHAN SMITH,,UNITED AIRLINES,UNITED AIRLINES
2016,6842,10482,26845,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",WW ARCHITECTS & CONSULTING LLC
2016,3752,4356,31763,MR.,MITCHELL,A,CARRELL,,FREEBORN & PETERS LLP,DJ ACQUISITIONS LLC
2019,3744,21361,16911,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,"CLEAR CHANNEL OUTDOOR, INC.,D/B/A CLEAR CHANNEL AIRPORTS"
2015,3833,12064,25042,MR.,PAUL,W,SHADLE,,DLA PIPER LLP (US),"AKARA PARTNERS, LLC"
2019,4094,4456,33912,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,"GREENWAY RECYCLING SERVICES, LLC"
